,tweet,sentiment
2705,@morefluxplease I won't be lucky when it starts snowing.,neutral
2706,@TiffanyAller Thank you! #DEBATE08,neutral
2707,McCain gets off first email to supporters after the debate #current #debate08,neutral
2708,"""Concuerdo plenamente con un telespectador que lo entrevistaron: los candidatos hablaron del pasado, guerra, guerra.... #debate #current""",neutral
2709,@bender00 http://tinyurl.com/3jdy67 for rules,neutral
2710,#debate08 oh my god.. they are fast!!!!........http://tinyurl.com/43n74w,neutral
2711,@MandianaJones - then the media would be out of a job. :),neutral
2712,VP-candidate Sarah Palin is at an undisclosed location. #debate08,neutral
2713,Who won #debate08,neutral
2714,I'd be interested to see peoples position in their tweets #4mccain #4obama or #undecided did the debate help you decide? #current #election,neutral
2715,who won the current debate ? - http://tinyurl.com/3frb5c #debate08 #current,neutral
2716,#debate08 MSNBC Newsvine showing a poll http://tinyurl.com/3frb5c,neutral
2717,"""i must not have been following the debate very closely...i don't really remember obama saying """"John is right"""" #current #debate08""",neutral
2718,I dranlk every tiem I heard John is raigth #debate08,neutral
2719,Something tells me that Mccain is not going to let Palin debate #debate08,neutral
2720,@Hip_M0M Gawd forbid #DEBATE08,neutral
2721,#debate08 i wonder where i can get one of those handy veto sharpies--convenient!!,neutral
2722,"""retweet- New McCain Ad featuring Obama saying McCain is """"Absolutely Right"""" on diff. issues - http://tinyurl.com/43n74w ",negative
2723,#current I doubt this debate changed many minds.,neutral
2724,Gonna highlight flicker tomarrow with grubi for wrestling at the #debate08,neutral
2725,"""check this out, http://tinyurl.com/3qdbe6 #current""",neutral
2726,"""New McCain Ad featuring Obama saying McCain is """"Absolutely Right"""" on diff. issues - http://tinyurl.com/43n74w #DEBATE08""",neutral
2727,""".johnny: """"come on you cunt.lets go home...which home? .which ever is closest you trollop..my goddam legs are killin me."""" #current""",neutral
2728,"""#debate08 McCain fez um joguinho muito manjado decolocar palavras na boca de Obama, q foi nitidamente melhor. SerÃƒÂ¡ q os americanos percebem?""",neutral
2729,@ButtaBaby They are already up on youtube #Debate08,neutral
2730,"""foxnews saying mcc is like hillary, who couldn't understand who is this upstart i have to deal with """"simmering disdain""""  #tweetdebate""",neutral
2731,would love to hear if the debate changed your opinion (or the opinions of undecided voters) #debate08,neutral
2732,#debate08 Well then... see everyone next thursday? :),neutral
2733,"""Unscientific results - Obama 126, McCain 110 #tweetdebate""",neutral
2734,"""'Olberman live NOW again!! #current""""""",neutral
2735,"""@antoniostarr 'Scuse me, Mr. A - In the current context, I would prefer not to be called a 'rebel'. Repubs wearing the gray uniforms now.""",neutral
2736,#debate08 Why does every veteran I know support Obama over McCain?,neutral
2737,#debate08 @siskita brings up a good point--where is Palin tonight? Biden is apparently on TV...,neutral
2738,"""Okay: So we saw the debate on CSPAN2, where there was no split-screen. Could it be that the split-screen made Obama appear to win?  #current""",neutral
2739,@LazyBuddhist I thought McCain had been voting against vet benefits? #debate08,negative
2740,@ButtaBaby They already did: http://tinyurl.com/43n74w #debate08,neutral
2741,Debate hilites fr MOMocrats live-blog: LizMom101 noticed McCain's wearing platform shoes. & evryone noticd McCain's pants on fire. #debate08,neutral
2742,* #debate08 - Possibility of another 911 attack?: Moderator asked: Do you think there's the possibil.. http://is.gd/3cjC,neutral
2743,rtwt @ginacooper: #current the defining moment of the debate http://tinyurl.com/4pyxsf,neutral
2744,#current Blitzer: what do you say to Nicole Wallace who says McCain was decisive and Obama wasn't?,neutral
2745,"""if you live in the bay area and want to come to an awesome obama party mon 10/6, email me at sfobamaparty at yahoo dot com #current""",neutral
2746,"""McCain campaign just sent """"What Bloggers Are Saying"""" e-mail. How about a """"What Tweeters Are Saying"""" e-mail, too? #debate08 #current""",neutral
2747,#debate08 NOT watching @Leslieann44 on C-SPAN2.  Where are ya??,neutral
2748,So anyone change their mind as a result of tonight's debate? #debate08,neutral
2749,#debate08 drudgereport.com currently has McCain winning the debate 72/25 in a poll of ~62k people.,neutral
2750,Three thoughts on the first presidential debate: http://budurl.com/zpjx #current,neutral
2751,Agreeing w/ a general point as a vehicle w/ which to express your differences on a subject is not the same as conceding the point #debate08,neutral
2752,@EndTheRoboCalls Next Thursday,neutral
2753,"""The transcripts are up people, let's get the facts straight and not add to the spin #DEBATE08""",neutral
2754,"""@MaryTrigiani Good one ... what was """"the clip"""" that will be replayed until the next debate?""",neutral
2755,@MissBiz Thanks much.. Palin / Biden next Thursday... should be entertaining.. lots of youtube fodder #debate08,neutral
2756,@MaryTrigiani I think it's Obama's Bomb Bomb Bomb Bomb Bomb Iran quote.,neutral
2757,"""@Imarilove hehehe but I can't drive now, I've already started on my wine...""",neutral
2758,so how many hours/days do you think it'll take the media to spin the debate in favor of obama and conclude he won? #debate08,negative
2759,#debate08 Is there a way to read Election 2008 on web w/o it scrolling in real time? I can't read that fast and can't even scroll that fast.,neutral
2760,"""Retweet @martinbowling: Wow something ppl not picking up on, McCain admits that we have tortured prisoners? #current #tweetdebate""",neutral
2761,"""I thought perhaps I'd get some greater insight after first #debate08 but exactly same place I was before, wanting third candidate!""",neutral
2762,You want to see who people will vote for in November on Twitter?  Look at who they thought won the debate tonight.  #debate08,neutral
2763,@cadler hope so,neutral
2764,Are you following the #debate08 thread?,neutral
2765,#debate08 This debate had nothing on my debate with Miss Royal. Now that was theater ! I have big hopes for Biden vsPalin though on tues.,neutral
2766,"""@Imarilove yes, I'm looking at my next college course, I have to write an 8 page paper this time.. gah.""",neutral
2767,"""After 911, torture up to and including death is FINE BY ME! #current #debate08""",neutral
2768,@mkantonelli what on :),neutral
2769,I think Christiane Amanpour had a facelift! #debate08,neutral
2770,Debate fact checks: http://cli.gs/p6YhUy http://cli.gs/3ZZBPM http://cli.gs/MyJghq and http://cli.gs/VBaHjA #current #debate08 #tweetdebate,neutral
2771,#debate08 CNN just played the clip of Kissinger favoring high-level talks with Iran without preconditions. #mccain #obama,neutral
2772,What do you think? http://tinyurl.com/43n74w #debate08,neutral
2773,@cristalbubblin did you not see the same LIVE show? are you still living at the radio station ? :(,neutral
2774,@seasonothebitch Laugh Out Loud,neutral
2775,#debate08... MSNBC says McCain. Fox News says Obama. What the hell?,neutral
2776,Barack Obama: Your Reactions http://tinyurl.com/3pxkru #debate08 #current #tweetdebate,neutral
2777,McCain's new TV ad http://tinyurl.com/43n74w #debateok08 #debate08,neutral
2778,Barack Obama: DEBATE REALITY CHECK: WORKING ACROSS THE AISLE http://tinyurl.com/4ajcaz #debate08 #current #tweetdebate,neutral
2779,John McCain: Statement On Tonight's Debate http://tinyurl.com/4qgj53 #debate08 #current #tweetdebate,neutral
2780,@mkantonelli yea she was on cnn in the spin room and said that I had to rewind and listen again just 2 make sure,neutral
2781,@gregmcneilly have a link for that statement? #debate08,neutral
2782,@mparks I know! I want Palin to be interviewed by Keith Olbermann and Rachel Maddow! #mccain #debate08 #obama #palin,neutral
2783,Highland brew oatmeal porter and bonnie blue garlic chive goat cheese and crackers: perfect end to this #debate08.,neutral
2784,"""@KatieFavazza """"For what its worth... Drudge poll"""" I think what you're looking for is """"not very much"""" #debate08""",neutral
2785,"""NewsHour: Thanks for your #debate08 comments and critiques. For @newshour post-debate analysis, tu.. http://tinyurl.com/3vfwtr""",neutral
2786,NewsHour: Don Gonyea and Scott Horsley from @nprpolitics reacting to #debate08 on the NewsHour http://tinyurl.com/3kssbf,neutral
2787,here's a good site http://debatehub.c-span.org/ #debate08,neutral
2788,Who do you think won the debate? http://tinyurl.com/4tajbx  #tweetdebate  #current,neutral
2789,@macartisan i was being sarcastic,neutral
2790,Henry Kissinger just issued a statement that he does in fact agree with McCain on the talking with foreign leaders bit #current #debate08,neutral
2791,@problogger debate caused slowness check out #current it was a current.tv and twitted and laughingsquid experiment ( and others),neutral
2792,Joe Biden on MSNBC live now. #current,neutral
2793,"""@msblog yay, new friend. :) hi.""",neutral
2794,"""@DanaBelfry His riches are from his wife's BEER wealth. Even during a depression (especially!), people would still buy beer. #debate08""",neutral
2795,RT @orbitaldiamonds   #debate08 CNN just played the clip of Kissinger favoring high-level talks with Iran without preconditions. #mccain,neutral
2796,@domesticvanilla i was thinking the same thing....the panel of watchers on fox seemed evenly split too #debate08,neutral
2797,@tarheelcoxn but that started off as McCain's question to answer and B.O. started in...,neutral
2798,Results are in. I won the #debate08.,neutral
2799,"""#debate08 mccain wants nuclear, obama wants renewables - which has the better future?""",neutral
2800,And what does #current mean?,neutral
2801,@shannon_e We are! community.livejournal.com/biden_daily #debate08,neutral
2802,@freeulysses use the #debate08 or it wont get on there friend,neutral
2803,#debate08 http://www.drudgereport.com/ poll: McCain wins 70-27,neutral
2804,#debate08 Why are people saying that I looked like a little college student in a debate class???,neutral
2805,"""#debate08 That CNN excit-o-meter at the bottom of the screen distracted me. People like name-dropping, do not like negativity.""",neutral
2806,@DominickEvans Thanks!,neutral
2807,CNN:  Obama won debate 51-38%.  Also had him win on Iraq and the Economy. #tweetdebate,neutral
2808,talking about the #debate08 with @wbboyd who is stuck in an airport overnight,neutral
2809,watching the debate on current TV in SF. let's go! #tweetdebate,positive
2810,Thank God Lehrer is the moderator ... if it was Gibson and Stephanapolous I would need a Xanax. #current #tweetdebate #debate08,neutral
2811,"""perfect, the debate will include the global financial crisis #tweetdebate""",negative
2812,@current I just warned my neighbor to watch out of my tv being thrown out the window in frustration #current,negative
2813,Are we having fun yet? #tweetdebate,negative
2814,"""@current McCain been around a little while? Thats like saying the pope is a """"little Catholic"""" Sheesh. He's older then dirt!""",negative
2815,McCain: I hope so (answering are you going to vote for the plan) #tweetdebate,negative
2816,Moderator is a firecracker. #Tweetdebate,negative
2817,McCain is advocating that Bush should resign?!?! #tweetdebate,negative
2818,Mccain saw this coming!!!!  Why didn't he stop it. #tweetdebate #current,negative
2819,I like @jowyang's scoring method. It really makes you think about these comments. http://tinyurl.com/3jdy67 #tweetdebate,positive
2820,"""McCain -1 not clear where he says yes re: his stand, and yet he is going on and on about """"what""""? unclear #tweetdebate""",negative
2821,McCain -1 for dodging package plan q #tweetdebate,negative
2822,"""-1 McCain for """"promising"""" accountability +1 Obama for reminding that we need it not only in a crisis #tweetdebate""",negative
2823,CNN's audience reaction seems to flatline during McCain's responses... foreshadowing? #tweetdebate,negative
2824,Someone should count how often Wall Street/Main Street is uttered. #tweetdebate,positive
2825,-1 McCain for not saying if he agrees or disagrees w Obama #tweetdebate,negative
2826,McCain: earmarking is a gateway drug #tweetdebate,negative
2827,"""Retweeting @nohype: #tweetdebate -1 McCain """"we saw these problems coming"""" I thought the economy was fundamentally sound ( EXACTLY!!! )""",negative
2828,are the current economic problems because of out of control spending of government or because of de-regulation of wall-street #tweetdebate,positive
2829,"""@sarking It's all right. During the """"Compassion Forum"""" I noticed how big his ears were. It was the backdrop. #debate08""",negative
2830,it's on now. earmarks vs. sharpies. #tweetdebate,positive
2831,$932M dollars isn't that much compared to $700B. Sorry McCain. Dollars in Millions isn't huge anymore. #current #tweetdebate,negative
2832,@gminks what about the millions that palin got for earmarks on animal research #tweetdebate,negative
2833,High Noon 2: Higher Noon. Starring John McCain. #current #debate08 #tweetdebate,negative
2834,#tweetdebate +1 Obama clarifies McCain's fuzzy math,positive
2835,#tweetdebate having another beer to toast Main Street and play the debate drinking game,neutral
2836,Did you know that on CNN today's debate is sponsored by EXXON-MOBIL? #TWEETDEBATE,negative
2837,@current #current +1 for specifics from Obama. Not hearing those from McCain.,negative
2838,It's not like you want to close the loopholes. #obama #tweetdebate,negative
2839,"""I heard a cough. I remember Lehrer say """"no noise of any kind."""" Dude just got hauled off by Secrert Service I'm sure. #tweetdebate""",neutral
2840,It's not like you want to close the loopholes. #obama #tweetdebate,negative
2841,Still undecided so far. I haven't seen anything yet to sway me solidly in either direction. Aren't I the target constituent? #tweetdebate,negative
2842,"""not me, i don't want to cut taxes.  at least, not state taxes.  makes me an amercian.  #tweetdebate""",positive
2843,"""@litterthisheart No kidding. Come on, Barack. You have common sense on your side! And good judgment!""",negative
2844,The questions the moderator is asking don't make much sense  #current #tweetdebate,negative
2845,#tweetdebate Great question - what compromises need to be made in face of economic malaise,positive
2846,We waste so much our tax dollars it is sickening  #tweetdebate,negative
2847,@current #current Good +1 Obama for healthcare. It costs me almost 600 dollars a month just for my medications!,negative
2848,"""#tweetdebate Obama +1 for actually _having_ a plan to decrease dependence on foreign oil, as opposed to McCain's -1 for just talkin'""",negative
2849,Biodiesel may sound smart . . . needs more research. WIll cost us significantly more in fuel costs in the short run. #tweetdebate,positive
2850,+1 Obama we need to get rid of programs that don't work and bring in programs that are up to date #tweetdebate,positive
2851,Alternative energy yes...fix healthcare how...improve education yes yes...new infrastructure yes  #tweetdebate,positive
2852,"""Oh boy. Everyone is using different hashtags for the debate. I see #Election 08, #tweetdebate and #debates08""",negative
2853,Stop laughing Obama  #current #tweetdebate,negative
2854,+1 McCain Soundbit it's hard to reach across the aisle when you are that far left #tweetdebate,negative
2855,"""Mccain +3 for great quote """"It's hard to reach across the aisle from that far from the left."""" #tweetdebate""",negative
2856,Cut spending = End Irak War  #tweetdebate #current,negative
2857,ZOMBIE MCCAIN WILL EAT YOUR FACE #tweetdebate,negative
2858,Why did Cindy let John out of the house with that tie ... moire pattern giving me flashback. #current #tweetdebate #debate08,negative
2859,I just fell asleep for 20 seconds  #tweetdebate,positive
2860,Yipe democrat litany in response to adjusted priorities in light of bailout that's -500 another -100 for thinking I believe it #tweetdebate,negative
2861,@robpierson thanks Rob!  Sometimes I wonder if anyone's listening,negative
2862,@mediaphyter I'm with you - but it's still early - 30 min in - they're both  on tonight. #tweetdebate,positive
2863,@theebayk1d then we get Sarah Palin and whoever she chooses. So it may turn out even better. heh.,negative
2864,#tweetdebate How could they KNOW what they'll have left to work with?!?!???,negative
2865,"""Google is going to sue Obama for using their name without permission. In return, he'll award them the spectrum they want. #tweetdebate""",negative
2866,@marikaO8 it's flashing is giving me a headache.,negative
2867,#tweetdebate Mccain.....spending freeze on veterans???  wtf?,negative
2868,"""@current Oh snap!  Obama agrees with my """"Google for Government"""" thing.  Yes!  I argue/vote for a more well designed system. #current""",negative
2869,"""Great comeback obama, mccain's a hatchet man! #current, #debate08, #tweetdebate""",negative
2870,#tweetdebate Let's save $ via nuclear power for 2030 thru 2040. Oops! I forgot to have kid. Won't help me.,negative
2871,john mccain - http://i148.photobucket.com/albums/s33/seanb1979/winningfail.jpg #tweetdebate,neutral
2872,Obama +1 good to hear about the history - but is it relevant now? #tweetdebate,positive
2873,can I vote on the interviewer?  #current #tweetdebate,neutral
2874,@CathleenRitt your boxers tweet just was :),neutral
2875,"""He got Orgy in there NICE! You's sooo bad BO! #current, #debate08, #tweetdebate""",negative
2876,"""I'm sorry, but it deserves a retweet: """"Orgy of Spending."""" #tweetdebate""",negative
2877,maverick... maverick Drink! #tweetdebate,positive
2878,"""-3 McCain wants 'no more failed strategies'.  No problem, those are the first to go.  #tweetdebate""",negative
2879,@current are you repeating tweets now,negative
2880,How does everyone think this Obama-McCain debate is going? #current #tweetdebate,positive
2881,The CNN audience reaction crawl is distracting #tweetdebate,negative
2882,"""If you're not watching the CNN audience response chart, you're missing out on the LOLs #tweetdebate""",negative
2883,"""#tweetdebate +3 para Obama por restregarle en cara a McCain que la guerra de Irak empezÃƒÂ³ antes de 2007; -1 para Obama por no decir """"9/11""""""",positive
2884,"""+3 pts for McCain for saying """"2 fourth of Julys ago"""". Couldn't you just say 2 years ago? #tweetdebate""",negative
2885,Seriously all you obama and mccain people.  Figure out which hashtag do use. Sheesh!  #debate08 #debate #tweetdebate #current Which is it?,positive
2886,"""oooh, """"I'm afraid Obama doesn't understand the difference between a tactic and a strategy."""" - McCain +2 for quotable #current #tweetdebate""",negative
2887,@current  What is Bible Spice?  It's interesting they chose to capitalize it all proper like.  #current,negative
2888,@current  I think McCain needs a sharper wit.  Sarcasm is a great weapon.  #current,negative
2889,"""McCain is expert and concise in explaining his Iraq policy, leaving Obama in the lurch.",negative
2890,"""#tweetdebate McCain + 1 for """"you don't say that out loud""""""",negative
2891,tallybon? #tweetdebate,negative
2892,"""If """"Petreaus"""" was McCain's drinking word, I'd be on the floor at this point. #current  #tweetdebate #mccainshot""",negative
2893,I just don't understand why Obama is being dinged for being polite #tweetdebate,negative
2894,"""@tayari We're out too here.  More liquor is required.  Alas, the debate continues.""",neutral
2895,@current  Why are we playing world police with the weapons instead of the media and the money?  #current,negative
2896,"""McCain: """"Make Love, Not War."""" #current #debate08 #tweetdebate""",positive
2897,@current  Why aren't we doing a better job?  #current,neutral
2898,McCain is a sentimental old man. #tweetdebate #debate08 #current,negative
2899,"""""""i've got a bracelet too"""" and then look down to read the name.  Nice, OB.  #Tweetdebate""",negative
2900,FOOD FIGHT!!! #current #tweetdebate,neutral
2901,Obama: I have a bracelet too. One from a mother who doesn't want another mother's child to die.  ????? for Obama!!! #tweetdebate #current,negative
2902,#tweetdebate Obama +3 for CPA,positive
2903,"""Yeah, it was provocative. #Current #debate08 #tweetdebate""",positive
2904,"""how many times are they going to say """"game changer"""" #current #tweetdebate""",negative
2905,@BevJack lol silly Delta Air!,negative
2906,@jehutson CNN is monitoring a room full of undecided voters  #current #tweetdebate,neutral
2907,@stillgray he calls it league of democratic nations - but essentially yes - he wants to be Senator Palentine....@ la Star Wars #current,negative
2908,@current #current Oh he can't say a name .. he is looking more and more like Reagan everyday,negative
2909,McCain has a heart on his jawbone--see it beating! #tweetdebate #debate08,negative
2910,I want to know how the next president will fix the negative image the US has worldwide?  #tweetdebate,negative
2911,"""#tweetdebate #obamashot #mccainshot my tally is 2 Obama 2McCain. we need more """"change"""", we need more """"my friend""""""",negative
2912,"""Is Obama's """"when I am president of the united states, getting annoying to anyone else?  #tweetdebate""",negative
2913,What was that old wisdom about keeping you enemies closer? Why not at least talk to people we don't like? #current #tweetdebate,negative
2914,"""#tweetdebate - Did Obama just say, """"axis of evil""""?""",negative
2915,Leader of the league of democracies? http://herocentral.com.au/blog/?p=68  #tweetdebate,negative
2916,"""Oh, well, he's """"reserved his right."""" He's secured that plan, by golly. #current #debate08 #tweetdebate""",negative
2917,@nericksx Thanks for the clarification. Guess I got confused.,neutral
2918,"""McCain: """"I'm not going to set the White House visitors schedule before I'm president. I don't even have a seal yet.""""  #current #tweetdebate""",negative
2919,"""@abbyalger League is a proposed end around the UN. The future UN, if you will, like the UN grew out of the League of Nations #tweetdebate""",positive
2920,So sitting down with someone who you disagree with to discuss the issues legitimizies their opinions? #tweetdebate,negative
2921,John McCain: 300 Retired Generals And Admirals Endorse John McCain For President http://tinyurl.com/3t2prj #debate08 #current #tweetdebate,positive
2922,how can you not have diplomacy #tweetdebate,positive
2923,"""@sarking #debate08 Sorry Johnny Mac, I'm more frightened of Christian fundamentalism than Muslim fundamentalism.""",negative
2924,How can McCain talk about not being the old Washington if he keeps name dropping #tweetdebate,negative
2925,The average South Korean is three inches taller than a North Korean. Kudos #mccainshot. Great point. Wait. What? #tweetdebate,negative
2926,"""the audience laughed. not cool! Where's the duct tape!?! #current, #debate08, #tweetdebate""",negative
2927,@dalbee ha!,positive
2928,"""#tweetdebate: Thank goodness for DVRs, I got stuck at work, and missed the debate.""",neutral
2929,"""McCain's very funny.  not on purpose, of course. #tweetdebate""",negative
2930,likes tonight's vocabulary lesson. I'll definitely be incorporating fledgling and festooned into my everyday conversations. #tweetdebate,positive
2931,Tom Clancy should moderate a debate for the VP picks ... that would be fun. #current #tweetdebate #debate08,neutral
2932,McCain is starting to babble....#tweetdebate,negative
2933,"""#current #tweetdebate Carri, don't forget Festoon!!!""",negative
2934,"""#tweetdebate is mccains mic green, and obama's mic green?  is that color correction?""",negative
2935,"""@current  We need to """"scare"""" the people into being more like Bill Nye than Paris Hilton.  Is that possible?  #current""",negative
2936,#tweetdebate can't wait for the jibjab video on this video with the debators wearing the league tee,negative
2937,"""@cgritter Then if obama says """"he's right"""" that's another shot (or """"he may be right"""") #debate08.""",negative
2938,"""did rudy giuliani slip Jim some $ to ask the 9/11 question?!?! #current, #debate08, #tweetdebate""",negative
2939,Anyone keeping track of how many times McCain invokes 9/11? #tweetdebate,negative
2940,i wonder why one of the lead questions wasn't about the oncoming water crisis... #current,negative
2941,#current  experience isnt everything... its about point of view,positive
2942,"""I hate to say it, but I think this one goes to McCain... #current""",negative
2943,McCain patronizing Obama on foreign policy experience. So last century! #tweetdebate.,negative
2944,#current #debate08 @Edge32 ouch!,negative
2945,pakistan is the cause of al queda? #current,negative
2946,Friends are worrying now about Palin in her debate next week. #current #debate08,negative
2947,"""Obama - No more going to Iraq, go to Pakistan and Afghanistan. #current""",positive
2948,"""The're for Main Street, they're against Wall Street.  Where do they stand on Streetwalkers? #current""",negative
2949,"""daymn 60 countries, Al Quada is like the Mc Donalds of terrorism! #current""",negative
2950,#current obama says this is the greatest country on earth,neutral
2951,wondering if anyone has been swayed one way or the other after nearly 90 minutes of this back and forth #current,positive
2952,#current #debate08 Obama wants to go into Pakistan and Afghanistan too,negative
2953,"""restoring America's standing in the world, is indeed important #debate08 #current""",positive
2954,"""#current I agree that most people will remain unchanged by debate. Usually the case. Never know, though. Could be different later""",positive
2955,"""@current  Yes, I don't like feeling not respected because of the actions of others.  People are funny that way.  #current""",negative
2956,Obama FTW! #current,neutral
2957,"""If you notice Barack looks at McCain when he speaks, but McCain writes and does other stuff when Obama talks.. McCain&Palin:S.W.U? #current""",negative
2958,Thinks McCain is coming off as wonky which is great because Amurica wants a president who doesn't lecture. #current,negative
2959,"""#debate08 #current McCain did a good job of repeating the sound bite """"he doesn't get it"""". Obama did a good job and calling McCain """"John""""""",negative
2960,"""@matthewsievert sure we did....just like he is torturing me now! ",negative
2961,I expect Andrew Sullivan to really turn up the heat on Sarah Palin after this debate. #current,positive
2962,"""if McCain uses """"he doesn't understand"""" Obama needs to use """"he doesn't get it"""" #current""",negative
2963,"""i wonder exactly how many times mccain has said 'he doesn't understand"""" #current""",negative
2964,#current Withdrawal from Iraq. It needs to happen.,positive
2965,McC says we've had fragile success and fragile sacrifice? I had no idea that war was so delicate.  #current,negative
2966,"""#tweetdebate FYI, there are many individual tweeters who are not using the hash tags, so kinda like the various private parties going on""",negative
2967,"""#current i think this is a dead heat. unfortunately, i also think mccain is crazy. but, he just might win. then we get palin too.  scary.""",negative
2968,Obama: So this Main Street and middle-class angle?  What happened after 20 minutes?  #current,negative
2969,should be bet McCain will somehow push for having the last word in the debate..odds anyone? #current #debate08,negative
2970,We need to fix our house before we help fix everyone elses...maybe we should stop fixing everyone elses first. #current,negative
2971,So Obama went to Harvard.  Big deal.  #current #debate08,negative
2972,#current I bet Bin Ladin won hide and go seek every time in preschool,neutral
2973,Obama just said we must use taxdollars to spend our way to national security...huh? #current #debate08,positive
2974,"""@seanhackbarth: You're right, """"The world likes Obama therefore we should vote for him."""" ",negative
2975,"""#current #debate08 #tweetdebate WTF -- we can leave until we """"win"""" in Iraq? This is not a football game. How do we know when we win?""",negative
2976,"""Hm, no mention of Darfur, interesting....#current""",negative
2977,We need Obama. #current,negative
2978,miss congeniality needs some rogaine #current,negative
2979,"""@litterthisheart Well, I'd really like to know. This is my husband's first deployment. Others are on their FIFTH. How many more? #debate08""",negative
2980,#current Sen O: next pres needs BROADER strategic vision of ALL challenges we face.,negative
2981,"""I'd love to see what McCain's been writing all night. """"President John McCain <3"""" #current""",negative
2982,"""Admittedly, we're spending $10 billion a month, but some of that is going to our economy (contractors). #current #debate08""",positive
2983,#current mcCain: I am old.,negative
2984,#current Jim has freaky eyes...,negative
2985,"""#current No one who is posting here knows what they're talking about. This is an undecided debate, where """"whoever wins, we all lose.""""""",negative
2986,"""@cgritter Oh, I gave up! If I kept playing, I'd have to be carried upstairs when this is done!!""",negative
2987,McCain wants to talk about judgment? Which one supported invading Iraq again? #current,negative
2988,wonder if McCain will revise his (premature)Internet ad that says 'mcCain wins debate!' #current,positive
2989,Barack just ROFLed on McCain!#current,negative
2990,#debate08 next president needs to have a strategic vision pinocchio-bama #debate08 #current,negative
2991,"""There's a good reason for that, @lifestudent83. #current""",negative
2992,Srsly!? Comparing Obama to BUSH? #current,negative
2993,He says he has been apart of ...stop...we keep making the same mistakes. #current,negative
2994,"""#current It's subjective-each side thinks they are gaining, it ain't over til its over http://tinyurl.com/4lzdmr""",positive
2995,@jaymesiemer absolutely he does!!! #debate08 #current,positive
2996,Flap is enjoying the thread of lefties hurling ad hominem and ageist comments about McCain #current #debate08,negative
2997,"""@sarking #debate08 I want Obama to ask, """"Sen. McCain, do you think America is better off than it was eight years ago?""""""",negative
2998,Barack Obama: DEBATE REALITY CHECK: THE SURGE http://tinyurl.com/5yvuw6 #debate08 #current #tweetdebate,negative
2999,#current comparing Obama and Bush?!? NO comparison!,positive
3000,#current The Surge is the new POW reference,negative
3001,Barack Obama: DEBATE REALITY CHECK: MEETING WITH FOREIGN LEADERS http://tinyurl.com/4juuxm #debate08 #current #tweetdebate,negative
3002,Compared Obama to Bush?!? damn       #current,neutral
3003,Meter goes way down every time McCain goes negative. Am I actually starting to regain faith in American people? #current,negative
3004,"""#current If JC loves them, why didn't he vote for the GI Bill? http://tinyurl.com/3jm2m5""",negative
3005,"""Moderator, please do not let me sleep for more than two minutes. #current""",negative
3006,Did mccain just compare Obama to Bush?#current,negative
3007,#current McPain: I don't need on-the-job training. I'm ready to go at it right now.,negative
3008,oh obama just lost..  he said kenya.. #current,negative
3009,"""Grandpa loves us and will take care of us, until its time to go die and not get paid for it. #debate08 #current""",negative
3010,...why arent my #current #debate08 not working?,negative
3011,Obama needs to point out McCains votes against vets and VA issues  #current #debate08,negative
3012,#current CNN's reaction tracker takes noticeable dip even from REP side when mccain talks,negative
3013,love obama's closing remarks #current,negative
3014,"""#current wonder if we should have gone to Iraq, see """"where in the world is osama bin laden"""": locals say we played to al qaeda's plan by invd""",negative
3015,"""POW GUYS, CUE THE DRINKS #current""",neutral
3016,"""Stop being so concerned with security. """"He who sacrifices freedom for security deserves neither."""" (Ben. Franklin) #current""",positive
3017,Send a message to the world. #current,positive
3018,That spittle spot on Obama's lower lip is distracting #current,negative
3019,"""#current """"When I got home from prision..."""" blah.""",negative
3020,"""In 2007 875,000 NON-Violent Marijuana offenders were arrested & imprisoned. Nearly 2x the combined arrest of ALL violent offenders! #current""",negative
3021,"""#current You go Obama, show America how good ideas hold up better then pointless stories""",negative
3022,McCain is Mr.Scary talking about the past but we are curious about the future #current,negative
3023,"""#current Ohhhh, saved the prison mention for the end!""",positive
3024,I don't know. I'm underwhelmed. #current,negative
3025,@theebayk1d well a president should have the ability to respect the country...,negative
3026,Can't wait for Palin/Biden - that will rock. #current,negative
3027,@BarbaraKB totally wish I had #current :( suddenlink FAIL! watched on MSNBC and followed on twitter #current #tweetdebate,positive
3028,"""""""Why are the religious right not voting for Obama? If they think he is the second coming of Jesus, Vote for him!!!!! #current""""""",positive
3029,#tweetdebate Go vote at http://www.drudgereport.com/ on who you think won. I think Obama nailed it.,positive
3030,Obama is wearing a flag lapel and mccain isn't! What will rove say about that? #current,negative
3031,"""Watching the #current stream, seems like the feelings on who won are a bit mixed, but leaning to Obama's side. Interesting. #debate08""",positive
3032,Thank God this shamfuckery is over. Now for the analysis. Where is my man Paul Begala? #debate08 #current,negative
3033,rt @menand McCain doesn't believe that Obama has the experience - but he believes that Palin does? #current #debate08,negative
3034,McCain kicked Obama butt  #current,neutral
3035,And the fact checkers are already hammering McCain.. dang that was fast. #current #debate08,negative
3036,Prison=President quality...#current,negative
3037,did you see that?  McCain just decked Obama in the face and ran off stage! #current,negative
3038,"""flatline on dem/rep - 50/50 Mcccain kisses his wife, and Palin..  #current",negative
3039,"""#current Obama definitely won, McCain just has sound bytes and stories from the 40's""",neutral
3040,twitter your sexy #current,positive
3041,@ewka who votes AGAINST the veterans.....Walter Reed is the real disgrace - disabled vetrans are treated like shit in US #current,negative
